Dates,Beta,Dividend Yield,Earnings Quality,Earnings Yield,Growth,Leverage,Liquidity,Long-Term Reversal,Management Quality,Mid Capitalization,Momentum,Profitability,Prospect,Residual Volatility,Size,Value
1997/02/04,-0.00105077,0.00133971,-0.00042162,-0.00000196,-0.00124114,0.00093837,-0.00060496,-0.00000388,0.00104443,-0.00303481,0.00059835,0.00061953,-0.00034045,-0.00056114,0.00145863,-0.00052630
1997/02/05,-0.00326667,-0.00100655,0.00014684,0.00099580,0.00039019,0.00035095,-0.00022435,0.00177119,0.00077661,0.00000040,-0.00030990,0.00012932,0.00011220,-0.00102956,-0.00123683,0.00100020
1997/02/06,0.00170447,-0.00114739,0.00001395,0.00033514,-0.00091394,-0.00047057,-0.00148568,0.00044028,-0.00028733,-0.00017685,-0.00140723,-0.00134540,0.00038482,-0.00144974,0.00125779,-0.00093402
1997/02/07,0.00151104,0.00000169,0.00065002,-0.00117537,-0.00106160,-0.00031762,0.00071578,0.00007640,0.00022993,-0.00109120,0.00178885,-0.00067234,0.00058579,-0.00208457,0.00304467,0.00084329
1997/02/10,-0.00377235,0.00068156,0.00017444,0.00028582,-0.00276985,0.00035868,-0.00126264,0.00067803,0.00065565,-0.00072624,-0.00253090,-0.00101005,-0.00055224,-0.00364935,0.00181995,-0.00050917
1997/02/11,-0.00080800,-0.00027428,-0.00024822,0.00075928,-0.00167280,-0.00075602,-0.00023513,0.00032158,0.00075340,-0.00110132,-0.00103489,-0.00033519,0.00009431,-0.00216051,0.00316202,0.00014546
1997/02/12,0.00455220,0.00042443,0.00027548,0.00017461,0.00189604,0.00033153,0.00115457,-0.00084137,-0.00027802,0.00161404,0.00223830,0.00067761,-0.00033921,0.00208735,0.00185511,0.00040405
1997/02/13,0.00063592,-0.00103861,0.00116718,-0.00102693,0.00025804,0.00068479,0.00108897,0.00065341,-0.00119925,0.00165510,0.00142035,0.00072679,0.00020979,-0.00021256,0.00095223,0.00087879
1997/02/14,-0.00108761,0.00008230,-0.00031305,0.00112902,-0.00048579,0.00005176,0.00067048,-0.00061311,0.00033984,0.00121506,-0.00001139,0.00075561,-0.00004953,0.00045115,-0.00131359,-0.00136552
1997/02/17,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1997/02/18,0.00023066,-0.00145374,0.00099922,0.00078614,-0.00090082,0.00134292,-0.00002549,0.00212773,0.00019427,-0.00235585,-0.00091495,-0.00060949,-0.00095543,-0.00033117,0.00217885,0.00187811
1997/02/19,-0.00180891,-0.00204538,-0.00060568,-0.00015000,0.00054245,0.00068199,-0.00071048,0.00002101,-0.00021648,0.00055774,-0.00033445,0.00050686,-0.00025555,-0.00208914,0.00056532,0.00118935
1997/02/20,-0.00338778,0.00067373,-0.00040041,0.00122689,-0.00140149,0.00001688,-0.00060424,-0.00008681,0.00027347,0.00037911,-0.00223635,-0.00046832,-0.00012741,0.00112193,-0.00068745,-0.00077905
1997/02/21,-0.00234730,0.00098229,0.00086107,0.00111959,-0.00052612,0.00040205,-0.00038165,0.00025738,0.00156248,-0.00103473,-0.00115150,-0.00057290,-0.00056552,0.00046312,0.00027889,0.00083656
1997/02/24,0.00102425,0.00070137,-0.00087162,0.00140010,-0.00003210,-0.00053896,0.00016617,0.00077916,-0.00059977,-0.00179373,0.00047147,-0.00157971,0.00087924,-0.00069842,0.00207488,-0.00008253
1997/02/25,0.00010056,0.00195093,0.00045284,0.00006406,0.00002486,0.00003410,0.00086289,0.00017708,-0.00065652,0.00034048,0.00012053,0.00001020,0.00179586,-0.00034416,0.00032465,0.00000665
1997/02/26,-0.00203587,0.00019223,-0.00050316,-0.00132817,0.00001122,-0.00002811,-0.00063243,-0.00055762,-0.00092021,0.00077705,-0.00071900,0.00054887,-0.00048534,-0.00092480,0.00100639,0.00057835
1997/02/27,-0.00537152,-0.00161025,0.00130288,-0.00084683,-0.00202019,0.00062770,-0.00134155,-0.00089566,0.00059549,-0.00092578,-0.00525702,-0.00034659,-0.00053184,-0.00419135,-0.00042984,-0.00214831
1997/02/28,-0.00048007,0.00056525,0.00018284,0.00107436,-0.00085825,0.00009160,-0.00130103,-0.00141782,0.00092113,0.00225919,-0.00214034,-0.00102625,-0.00066679,0.00007295,0.00016144,-0.00042685
1997/03/03,0.00087090,-0.00031596,-0.00051611,0.00004305,-0.00038249,0.00167144,-0.00072209,0.00080710,0.00065575,-0.00145359,0.00088953,0.00108559,-0.00015358,-0.00227103,0.00226644,0.00156302
1997/03/04,0.00073513,-0.00102109,0.00085520,-0.00059595,0.00019933,0.00001334,0.00067392,-0.00037007,-0.00016984,0.00225193,0.00302071,0.00023372,-0.00007107,-0.00020674,-0.00264928,0.00061407
1997/03/05,0.00353930,-0.00051380,-0.00005770,-0.00039033,-0.00095631,-0.00057497,0.00113214,0.00046089,0.00069347,-0.00105559,-0.00009183,0.00039302,-0.00047310,0.00103858,0.00056000,0.00061032
1997/03/06,-0.00196740,-0.00093967,0.00048210,0.00135206,0.00008102,-0.00063724,0.00033172,0.00077585,0.00043525,-0.00042572,0.00091294,-0.00062870,-0.00030303,-0.00015620,-0.00049903,-0.00022482
1997/03/07,0.00019981,0.00018795,-0.00052099,-0.00044054,-0.00062436,0.00007276,0.00221544,0.00097197,0.00161282,-0.00017034,0.00030708,-0.00165903,0.00089952,0.00124157,0.00053186,-0.00088324
1997/03/10,0.00043150,-0.00096428,-0.00034313,0.00082313,-0.00230936,0.00016302,0.00077518,-0.00064502,-0.00050670,-0.00231667,0.00135750,0.00015753,0.00152872,-0.00084945,0.00113621,0.00004044
1997/03/11,-0.00200089,-0.00042682,0.00114241,0.00016148,-0.00064378,-0.00013098,-0.00131564,-0.00004703,0.00010380,0.00057278,-0.00005836,0.00120368,-0.00102046,-0.00047138,-0.00029152,0.00153952
1997/03/12,-0.00239952,-0.00076441,0.00030827,-0.00025569,-0.00192108,0.00001515,-0.00077788,-0.00048802,-0.00094185,0.00016214,0.00023205,-0.00129476,-0.00026122,-0.00210001,0.00115170,0.00029459
1997/03/13,-0.00310322,-0.00038177,-0.00170394,0.00003358,-0.00127211,-0.00048264,-0.00152298,0.00028074,-0.00107092,0.00133915,-0.00248033,0.00163907,-0.00033645,-0.00209035,0.00022829,-0.00151846
1997/03/14,0.00004751,-0.00019474,0.00062879,-0.00225718,-0.00125442,0.00029237,-0.00008330,-0.00156154,0.00156193,0.00076675,-0.00355271,0.00003772,0.00013808,-0.00147126,0.00163109,-0.00073812
1997/03/17,-0.00332970,-0.00026632,0.00003670,-0.00031275,-0.00146288,0.00038209,-0.00099498,-0.00008880,0.00132290,-0.00410061,0.00016021,-0.00030172,-0.00002772,-0.00344720,0.00462764,0.00115164
1997/03/18,-0.00265800,-0.00082546,0.00120399,-0.00059437,-0.00121360,-0.00038536,-0.00054306,0.00072368,-0.00013764,-0.00085053,-0.00103084,0.00045961,-0.00106559,-0.00167645,0.00035893,0.00006337
1997/03/19,-0.00258094,-0.00034263,0.00213864,-0.00124600,-0.00037974,0.00112384,-0.00077546,0.00059178,-0.00014980,0.00094838,-0.00192970,-0.00037498,-0.00028893,-0.00032590,0.00320162,0.00214265
1997/03/20,0.00426050,0.00016059,-0.00141352,0.00039293,0.00053098,-0.00104311,-0.00021861,-0.00001815,-0.00007457,0.00234446,0.00303345,0.00190412,-0.00059655,0.00282989,-0.00189314,0.00146443
1997/03/21,0.00186354,0.00148215,0.00112079,0.00066051,0.00191362,-0.00005208,0.00062463,0.00083911,0.00053527,-0.00027008,0.00332593,-0.00219111,-0.00039718,-0.00019612,-0.00087112,-0.00061529
1997/03/24,0.00028110,0.00258494,0.00025466,0.00102762,-0.00014676,0.00004088,-0.00044958,0.00237149,0.00099759,-0.00317059,0.00025796,-0.00028468,-0.00000643,-0.00130874,0.00546506,0.00194656
1997/03/25,0.00091947,0.00007424,0.00047316,0.00024212,-0.00061901,-0.00068413,0.00066233,-0.00080570,-0.00094791,0.00113180,0.00322425,-0.00045624,-0.00014741,0.00113070,-0.00237205,0.00080418
1997/03/26,0.00287889,-0.00011335,0.00035266,0.00065481,0.00000253,0.00016742,-0.00009331,-0.00098737,0.00042990,0.00251981,0.00144127,0.00160141,0.00106836,0.00237952,-0.00293318,-0.00065651
1997/03/27,-0.00337039,-0.00041823,-0.00052355,0.00065601,-0.00051350,-0.00001062,-0.00192758,0.00021766,-0.00005045,-0.00118169,0.00011277,0.00212670,0.00015233,-0.00084437,-0.00295795,0.00032280
1997/03/28,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1997/03/31,-0.00508292,0.00114185,-0.00053546,0.00173331,0.00091873,0.00047906,-0.00226650,0.00070178,0.00098144,-0.00248492,-0.00102176,0.00200891,-0.00030963,-0.00188554,0.00044276,0.00307819
1997/04/01,0.00209702,0.00033623,-0.00136079,-0.00016375,-0.00100128,0.00083563,-0.00074305,-0.00030573,0.00041145,-0.00133186,0.00285554,0.00238140,0.00033892,-0.00191658,0.00200838,0.00151420
1997/04/02,0.00015746,-0.00062795,0.00171132,0.00074403,-0.00020253,-0.00099286,-0.00118178,0.00142530,-0.00034555,0.00077226,-0.00011765,0.00090933,-0.00030876,-0.00074252,-0.00103259,0.00035290
1997/04/03,0.00505691,-0.00035202,0.00215382,0.00058021,-0.00043095,0.00040067,-0.00060409,-0.00072150,-0.00087562,0.00036641,0.00089490,0.00020521,-0.00002058,0.00025147,0.00015740,0.00106455
1997/04/04,0.00566550,0.00045808,0.00091085,-0.00100827,0.00156788,-0.00085854,0.00228403,-0.00094654,-0.00031737,0.00470158,0.00242090,0.00089784,0.00068136,0.00269706,-0.00325041,0.00005564
1997/04/07,0.00051420,-0.00000232,-0.00226492,0.00079379,0.00049992,-0.00168773,0.00141915,-0.00092717,0.00020334,0.00062453,0.00321570,-0.00081106,-0.00012446,0.00054696,-0.00254671,-0.00133520
1997/04/08,0.00036343,-0.00076005,-0.00081599,0.00111644,0.00084492,0.00118771,0.00142243,0.00143254,-0.00078870,-0.00131462,0.00101930,-0.00120145,0.00122039,-0.00071440,0.00122171,-0.00076173
1997/04/09,-0.00218991,0.00009384,0.00097991,-0.00025397,-0.00082487,-0.00051876,-0.00087122,-0.00022832,-0.00008161,-0.00085639,0.00174058,-0.00025623,0.00013939,0.00121371,-0.00313527,0.00062859
1997/04/10,-0.00196125,0.00051719,-0.00054188,0.00038426,-0.00208995,0.00068676,-0.00124857,0.00025173,0.00054937,-0.00208921,-0.00137565,-0.00003398,0.00031874,-0.00015114,-0.00009481,-0.00004861
1997/04/11,-0.00188062,0.00110351,0.00070672,-0.00075030,-0.00099690,0.00030311,-0.00345005,-0.00139190,0.00135636,0.00167234,-0.00148439,0.00056427,0.00026135,-0.00090701,-0.00263303,0.00113923
1997/04/14,0.00228852,-0.00111757,0.00024692,-0.00100262,0.00027086,-0.00057807,-0.00010945,-0.00121346,0.00135617,-0.00069825,-0.00126248,0.00055543,0.00041406,-0.00151078,0.00260421,0.00040800
1997/04/15,0.00072429,-0.00030719,0.00109852,0.00094561,-0.00186572,0.00062355,-0.00082581,0.00056044,-0.00023695,0.00019116,0.00262401,-0.00092385,0.00038693,-0.00069686,0.00241539,-0.00072821
1997/04/16,-0.00212353,-0.00084868,-0.00035534,0.00062561,-0.00336270,0.00173635,-0.00060344,0.00062628,0.00086225,-0.00246121,-0.00069799,0.00202591,-0.00112233,-0.00228987,0.00461893,0.00028224
1997/04/17,-0.00040151,-0.00090317,-0.00088472,-0.00034449,0.00085425,0.00104807,-0.00041114,-0.00024425,-0.00045820,-0.00061944,-0.00008756,0.00121945,-0.00078002,-0.00099781,0.00051850,0.00056465
1997/04/18,-0.00171015,0.00090356,0.00080806,0.00020089,-0.00151553,0.00014056,-0.00051976,-0.00032842,0.00038760,-0.00083336,0.00151119,-0.00025163,0.00068721,-0.00161377,0.00003811,0.00094593
1997/04/21,-0.00698125,-0.00060408,-0.00238619,0.00182772,-0.00064103,0.00017598,-0.00198990,0.00065153,0.00039220,-0.00393670,0.00090954,0.00020265,0.00041877,-0.00662515,0.00365307,-0.00090283
1997/04/22,0.00449574,-0.00060457,0.00115584,0.00092507,-0.00259106,-0.00140855,0.00039045,-0.00047122,0.00032313,-0.00192717,0.00146700,0.00034395,-0.00047518,-0.00179384,0.00391628,-0.00093110
1997/04/23,0.00124468,0.00059645,0.00385520,-0.00232482,0.00317637,0.00057093,-0.00003050,-0.00190329,0.00029987,0.00426955,0.00218878,-0.00080713,0.00178349,0.00091957,0.00076479,0.00098836
1997/04/24,-0.00077078,-0.00256263,0.00082983,-0.00053820,-0.00011940,0.00060651,0.00039019,-0.00026399,0.00092283,-0.00127922,-0.00152211,0.00017503,0.00032274,-0.00085678,-0.00092990,-0.00037451
1997/04/25,-0.00362016,0.00061576,-0.00016836,0.00058549,-0.00038111,0.00116899,-0.00177563,-0.00005269,0.00083103,-0.00325644,-0.00179357,0.00078147,0.00050784,-0.00453665,0.00043728,-0.00089938
1997/04/28,0.00306976,0.00077756,0.00174693,-0.00150603,-0.00044997,0.00047611,-0.00009097,0.00112924,-0.00019366,0.00060003,-0.00117860,0.00213187,0.00069241,-0.00096301,0.00218459,0.00087904
1997/04/29,0.00489958,-0.00251677,-0.00000781,0.00036653,-0.00106716,0.00034248,0.00268036,-0.00118015,-0.00030576,0.00075895,0.00073508,-0.00039047,0.00060672,0.00096393,0.00320718,0.00046541
1997/04/30,0.00067128,0.00060921,0.00151346,-0.00094115,0.00396189,0.00113233,0.00333982,-0.00127766,-0.00142792,0.00319234,-0.00007372,0.00116738,0.00045241,0.00302164,0.00124305,0.00004502
1997/05/01,0.00093140,0.00019749,-0.00157516,0.00141874,-0.00040796,-0.00055851,0.00049531,-0.00018299,-0.00123283,0.00035160,-0.00046738,0.00057065,-0.00007120,0.00215156,-0.00364967,0.00082745
1997/05/02,0.00527198,0.00028645,0.00005196,0.00024912,0.00147597,0.00046597,0.00168508,-0.00019579,-0.00047075,0.00181956,0.00004174,0.00220406,0.00104729,0.00305086,-0.00456697,0.00051987
1997/05/05,0.00521165,-0.00002759,-0.00106590,0.00151024,0.00272167,-0.00077560,0.00269100,-0.00017207,0.00099769,0.00374568,0.00021320,-0.00071846,0.00139078,0.00596596,-0.00374699,-0.00057769
1997/05/06,-0.00178695,0.00015043,0.00057461,0.00133257,-0.00005695,-0.00080734,0.00194096,0.00054092,-0.00060074,-0.00412359,-0.00246193,-0.00157957,-0.00006335,0.00074945,-0.00131380,-0.00173741
1997/05/07,-0.00260112,-0.00069166,-0.00102755,0.00057746,-0.00129634,0.00010311,-0.00244493,-0.00046334,-0.00088138,0.00134281,-0.00034379,0.00092943,-0.00021923,0.00133581,-0.00251631,0.00138822
1997/05/08,0.00083066,0.00073053,-0.00122525,-0.00053364,-0.00035064,0.00039838,0.00132052,0.00021916,0.00060302,0.00100610,-0.00029979,-0.00010751,0.00024880,-0.00057130,0.00125933,-0.00032508
1997/05/09,0.00059705,-0.00075957,0.00061762,0.00003591,0.00003315,0.00103914,-0.00006870,-0.00075424,0.00053211,-0.00255559,-0.00130323,0.00061437,-0.00016050,0.00219117,-0.00008394,0.00045155
1997/05/12,0.00123153,0.00011474,0.00070327,0.00176661,0.00182842,-0.00145001,0.00120767,0.00149453,-0.00017084,-0.00065132,-0.00314505,-0.00069007,0.00055445,-0.00109131,0.00219691,-0.00025250
1997/05/13,-0.00471980,-0.00100199,-0.00043545,-0.00117112,0.00054087,0.00058885,-0.00094576,-0.00040873,0.00121375,-0.00090807,-0.00203467,-0.00036101,0.00012007,-0.00194084,0.00064652,-0.00001445
1997/05/14,0.00019819,-0.00059543,0.00010037,0.00073661,-0.00004217,0.00072548,0.00059415,0.00056105,0.00046548,-0.00054480,-0.00029841,0.00046532,0.00024036,-0.00009351,0.00016107,0.00100696
1997/05/15,0.00269976,0.00142430,-0.00040397,0.00020111,0.00078311,-0.00063062,0.00161024,-0.00123857,-0.00029301,0.00188512,0.00009804,0.00207434,-0.00023962,0.00227237,-0.00012594,0.00001564
1997/05/16,-0.00346604,0.00017328,-0.00211562,0.00019666,0.00048731,-0.00009668,-0.00065332,-0.00013869,0.00066343,0.00004163,0.00007086,-0.00072261,-0.00021305,-0.00009454,-0.00311835,-0.00054052
1997/05/19,-0.00069212,-0.00073232,0.00124458,0.00037579,-0.00012005,-0.00075119,-0.00038894,0.00094758,0.00006387,-0.00089788,0.00005389,-0.00097367,0.00045949,-0.00162044,-0.00035502,0.00006864
1997/05/20,0.00413245,-0.00025774,0.00036276,-0.00035263,0.00164431,0.00123419,0.00080275,-0.00137569,0.00038176,0.00076409,0.00197849,0.00190573,0.00051642,0.00212230,0.00086267,0.00077216
1997/05/21,-0.00127048,0.00046563,0.00238081,-0.00030948,0.00152011,-0.00039334,0.00058100,-0.00096532,0.00012176,0.00117887,-0.00180446,0.00047628,0.00036265,0.00020528,-0.00281134,-0.00063257
1997/05/22,0.00091694,-0.00041327,-0.00071041,0.00046698,0.00066350,-0.00005488,0.00003482,0.00061429,0.00037043,-0.00044218,0.00052745,-0.00036064,-0.00067289,0.00020923,-0.00264857,0.00082037
1997/05/23,0.00154881,-0.00042862,0.00037424,-0.00088750,0.00111011,0.00018070,0.00035551,-0.00060484,0.00024647,0.00001435,-0.00046462,0.00005912,-0.00018741,0.00019330,0.00032649,0.00019597
1997/05/26,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1997/05/27,0.00143289,0.00099034,-0.00196811,0.00104252,0.00050688,-0.00000605,0.00046053,-0.00196475,-0.00120548,0.00185181,0.00055823,0.00199655,-0.00048565,0.00035044,-0.00029444,-0.00009239
1997/05/28,0.00016200,0.00117801,-0.00069077,0.00069087,0.00105965,-0.00003788,0.00039580,-0.00015816,-0.00078056,0.00050835,-0.00089675,0.00034734,0.00004362,0.00028447,-0.00205017,-0.00144372
1997/05/29,-0.00274389,0.00024877,0.00053908,-0.00212039,0.00015523,0.00038601,0.00006935,-0.00019394,0.00130275,0.00083301,-0.00159857,-0.00013742,0.00045778,-0.00080743,-0.00165983,0.00084542
1997/05/30,0.00107797,-0.00056436,-0.00105497,-0.00029668,-0.00001178,0.00105253,-0.00020164,0.00057941,0.00001261,0.00143255,0.00011179,-0.00011231,0.00017024,0.00010734,0.00030243,-0.00004896
1997/06/02,-0.00062611,0.00049142,-0.00173751,0.00179975,0.00068511,-0.00023329,0.00062616,-0.00185826,0.00030978,0.00034292,0.00089688,-0.00155391,-0.00090289,-0.00002642,-0.00286585,-0.00190088
1997/06/03,-0.00263531,-0.00069004,0.00075024,0.00020323,-0.00068438,0.00076274,0.00020961,0.00073507,0.00028510,-0.00263660,-0.00153320,-0.00039404,0.00022484,-0.00337225,-0.00026433,-0.00003530
1997/06/04,-0.00167171,0.00001574,-0.00024991,-0.00015687,-0.00009237,-0.00016429,-0.00056394,-0.00065314,-0.00023004,-0.00136143,0.00078302,-0.00106412,-0.00062540,-0.00056778,-0.00061217,0.00088821
1997/06/05,0.00155667,0.00027087,-0.00021863,-0.00064522,0.00143882,0.00006451,-0.00009458,0.00067164,-0.00013373,0.00030696,0.00015105,-0.00039089,0.00080825,0.00122505,-0.00017779,0.00172479
1997/06/06,0.00238700,-0.00049958,-0.00005478,-0.00037160,0.00028391,-0.00047257,0.00006528,0.00084966,0.00029281,-0.00446433,0.00221300,0.00097783,0.00065419,-0.00032179,0.00186982,0.00021576
1997/06/09,-0.00055499,-0.00076271,-0.00062969,-0.00141612,0.00002778,0.00220403,-0.00177674,0.00048242,0.00049252,0.00087530,0.00027311,0.00078393,-0.00068785,0.00073070,0.00146797,0.00162752
1997/06/10,-0.00240591,0.00003237,-0.00038142,-0.00040222,-0.00112910,0.00075553,-0.00034955,0.00026588,0.00049472,-0.00229395,-0.00114541,-0.00092282,0.00063026,-0.00135379,0.00243179,-0.00027172
1997/06/11,0.00053453,0.00040599,0.00311830,-0.00028776,0.00037105,0.00145905,0.00080744,-0.00002398,0.00063638,0.00035485,-0.00063210,0.00103659,-0.00010838,0.00036908,0.00002000,0.00095289
1997/06/12,0.00138511,0.00111894,-0.00002478,-0.00175426,-0.00091632,0.00053052,0.00018793,-0.00078042,0.00126064,-0.00028632,-0.00077180,0.00049400,0.00083282,-0.00202399,0.00270143,0.00047933
1997/06/13,-0.00050154,-0.00003098,-0.00003893,0.00155982,0.00009505,0.00114335,-0.00031277,-0.00082761,-0.00010172,-0.00087591,0.00186381,0.00131011,-0.00031528,0.00002881,0.00193073,-0.00034010
1997/06/16,0.00121944,0.00063188,0.00034005,0.00127150,-0.00126335,-0.00080439,0.00212998,-0.00003830,0.00020341,-0.00046244,0.00127430,0.00044803,0.00087704,0.00109685,-0.00184080,-0.00151122
1997/06/17,0.00175150,0.00037797,-0.00058576,-0.00013835,0.00175023,-0.00130873,-0.00015916,0.00042295,-0.00021900,0.00196243,0.00283675,0.00101177,-0.00089750,0.00172515,-0.00058392,0.00237668
1997/06/18,-0.00090794,0.00015743,0.00062110,0.00010121,0.00119631,0.00119221,-0.00074131,0.00038996,-0.00053980,0.00199913,0.00136291,0.00015903,-0.00025861,0.00005724,-0.00083963,0.00008112
1997/06/19,0.00118991,-0.00096873,0.00110695,-0.00002484,0.00126395,0.00023047,0.00072461,-0.00038840,-0.00061649,0.00150499,0.00048034,-0.00005008,0.00030164,0.00015167,-0.00020018,-0.00102804
1997/06/20,-0.00199024,0.00048891,0.00032026,-0.00053877,0.00047968,0.00013866,-0.00031350,-0.00067422,-0.00054722,-0.00093580,0.00005910,-0.00061120,0.00069533,-0.00183573,0.00189896,-0.00170249
1997/06/23,-0.00490376,0.00088148,-0.00080388,0.00115701,0.00080041,0.00135589,-0.00195605,-0.00032803,-0.00076101,0.00273492,0.00282849,0.00064459,0.00002431,-0.00172036,-0.00308382,-0.00125093
1997/06/24,0.00535299,0.00153095,0.00023368,-0.00067572,-0.00029757,0.00009447,0.00124449,0.00139994,0.00038994,-0.00125292,0.00109684,0.00205432,0.00019737,0.00046383,0.00135111,0.00206563
1997/06/25,-0.00302073,-0.00015017,-0.00014975,-0.00196048,-0.00073553,0.00004696,-0.00046650,-0.00059848,-0.00042388,-0.00096810,0.00133998,0.00228984,0.00074724,0.00005386,-0.00068807,0.00064805
1997/06/26,-0.00192368,0.00089271,-0.00003047,-0.00055875,-0.00009868,0.00020545,-0.00105428,-0.00029401,-0.00096196,-0.00018414,-0.00011569,0.00102674,0.00023381,-0.00139560,-0.00101773,-0.00008503
1997/06/27,0.00027243,-0.00053829,0.00209229,0.00034563,-0.00102572,0.00014136,0.00045623,-0.00031076,0.00050610,0.00051451,0.00054023,-0.00018141,-0.00000385,-0.00075050,-0.00218481,-0.00023223
1997/06/30,0.00013043,-0.00040282,0.00244546,0.00307088,0.00150651,0.00021478,-0.00212050,-0.00071567,-0.00050795,0.00046365,0.00151268,-0.00054347,0.00144011,0.00380963,-0.00674886,-0.00159370
1997/07/01,0.00224015,0.00105064,-0.00208078,-0.00187962,-0.00099023,0.00070288,-0.00021618,0.00017406,0.00065661,-0.00232791,-0.00024477,0.00118749,-0.00051100,-0.00340256,0.00295895,0.00287795
1997/07/02,0.00183599,0.00066364,-0.00047061,0.00157419,0.00018870,0.00057729,0.00138503,-0.00000948,-0.00042588,-0.00051240,0.00206457,0.00038876,0.00024166,-0.00032782,0.00314784,-0.00011970
1997/07/03,0.00075616,-0.00048054,0.00068585,0.00067936,-0.00104373,-0.00008362,0.00022814,0.00004352,-0.00006154,-0.00109173,0.00101776,-0.00024662,0.00063397,-0.00068876,0.00275094,0.00021830
1997/07/04,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1997/07/07,-0.00079692,0.00018453,0.00000225,0.00008388,0.00074085,-0.00046206,-0.00067202,0.00008423,-0.00003653,0.00021162,0.00179937,0.00110822,0.00018204,0.00077196,-0.00117933,0.00120179
1997/07/08,-0.00065039,0.00111537,-0.00062998,-0.00038005,0.00056284,-0.00048595,0.00121495,-0.00030059,-0.00014677,0.00058485,0.00212480,0.00008660,0.00005838,0.00103920,0.00092599,-0.00058605
1997/07/09,-0.00072794,-0.00000361,0.00078044,0.00085142,0.00062101,0.00028338,-0.00023282,-0.00127534,0.00060683,0.00120770,0.00113304,0.00018147,-0.00067457,0.00202897,-0.00250643,0.00150802
1997/07/10,0.00197125,0.00070133,0.00045146,0.00020693,0.00035079,0.00041189,0.00026165,-0.00044338,0.00032557,-0.00072433,0.00138918,-0.00026568,-0.00059513,0.00057647,-0.00096602,-0.00067880
1997/07/11,0.00273577,0.00062309,-0.00000236,-0.00061908,-0.00036752,-0.00108433,0.00052684,-0.00008232,0.00003084,0.00235621,-0.00039701,-0.00077561,-0.00039252,0.00232212,-0.00269463,-0.00041903
1997/07/14,-0.00040488,-0.00004048,0.00029766,0.00135148,0.00143588,-0.00015586,-0.00020824,-0.00109345,-0.00143654,-0.00033823,0.00144064,0.00028830,-0.00053914,0.00007232,0.00034089,0.00022262
1997/07/15,0.00134608,0.00030568,-0.00137114,0.00056033,0.00103346,0.00026568,-0.00193371,-0.00052214,0.00022403,-0.00104899,0.00072242,-0.00012540,0.00090378,0.00089048,0.00000397,-0.00059200
1997/07/16,0.00011692,-0.00135530,-0.00139838,0.00030895,0.00219759,-0.00071318,0.00217330,0.00190310,-0.00015740,0.00057992,0.00437481,0.00154516,-0.00013528,0.00082095,0.00087244,0.00097785
1997/07/17,-0.00164021,-0.00112249,-0.00144333,-0.00110552,0.00034577,-0.00000386,0.00062522,0.00105028,0.00045781,-0.00094214,-0.00142540,0.00071266,0.00025328,-0.00196092,0.00002684,0.00000433
1997/07/18,-0.00211466,0.00067939,-0.00026045,0.00041272,-0.00127458,0.00042715,-0.00057406,-0.00091755,0.00018392,0.00058615,-0.00088307,0.00105213,-0.00054855,-0.00004861,-0.00329214,-0.00205839
1997/07/21,0.00073702,0.00035128,0.00017705,0.00112349,0.00011288,0.00023808,-0.00019043,-0.00083701,0.00128824,-0.00146893,-0.00129150,0.00051794,-0.00066703,-0.00082909,0.00027284,-0.00097565
1997/07/22,0.00326469,-0.00017099,-0.00042808,0.00027917,0.00103670,0.00056688,0.00127741,0.00049261,-0.00023295,-0.00110747,-0.00091145,0.00026855,-0.00045312,0.00017493,0.00429986,0.00065225
1997/07/23,0.00057063,-0.00117576,-0.00133354,0.00192795,0.00047265,0.00061635,0.00004668,0.00115262,0.00045492,0.00057907,0.00202845,-0.00044517,-0.00015688,0.00068222,0.00090820,0.00078197
1997/07/24,0.00173560,-0.00094047,0.00040386,0.00012624,-0.00014777,-0.00046915,0.00130550,0.00160029,-0.00012081,-0.00132102,-0.00241690,-0.00050874,-0.00019630,0.00159373,-0.00018212,-0.00017640
1997/07/25,-0.00098608,-0.00144850,0.00007415,-0.00161553,-0.00107236,-0.00129954,0.00054832,0.00075692,-0.00039974,0.00087263,-0.00069993,-0.00052637,0.00012513,0.00007885,-0.00075307,0.00152334
1997/07/28,-0.00193926,0.00017251,-0.00182521,0.00158355,-0.00041463,0.00116793,0.00018080,0.00099282,-0.00007260,-0.00006791,-0.00094480,-0.00062389,0.00067540,0.00026305,-0.00026235,-0.00085462
