Dates,Beta,Book-to-Price,Dividend Yield,Earnings Quality,Earnings Variability,Earnings Yield,Growth,Leverage,Liquidity,Long-Term Reversal,Mid Capitalization,Momentum,Profitability,Residual Volatility,Size,Investment Quality
7/29/2002,0.014029184,0.00087653,0.000306272,0.000010993,-0.002417682,0.001512803,0.000725719,0.001466476,0.005744715,-0.000406184,0.000194414,-0.0020096,-0.00034324,0.00170754,0.001884272,0.001584488
7/30/2002,0.001581106,0.000986173,-0.000679055,-0.000640567,0.000258392,0.00283318,0.000173507,-0.000363008,0.000728568,-0.000225379,0.000720401,-0.000361842,-0.000011449,0.003677181,0.001224681,-0.000066427
7/31/2002,-0.002119254,-0.000782773,0.002551478,0.000546204,0.000440158,0.002371233,-0.000885515,-0.000405039,-0.00150095,0.000876924,0.00237107,0.001448123,0.00059614,-0.000186914,0.002996289,-0.000043831
8/1/2002,-0.007631103,0.00059667,-0.000844815,0.000120779,0.001069436,0.001433021,0.00006402,0.0000159,-0.003916708,0.000077191,-0.001961811,0.000004348,0.000349113,-0.001623827,-0.003377781,-0.001506173
8/2/2002,-0.008797547,-0.000600491,0.00170265,0.00001285,0.000150947,0.000202641,-0.000147992,-0.00040654,-0.001677395,0.00041792,0.000704074,0.000481518,-0.000848929,-0.00049773,0.001876244,-0.00021952
8/5/2002,-0.01026654,-0.000343655,-0.00024248,0.000040293,0.000475243,-0.000783362,0.000089797,-0.000409198,-0.003546593,-0.00082387,-0.001820377,0.002073245,-0.000183053,-0.003454294,-0.000570241,0.00004097
8/6/2002,0.009079153,0.001356416,-0.000045769,-0.000475959,-0.001037689,-0.000409259,0.000151889,0.000035888,0.005146429,-0.001310886,-0.001710882,0.001929304,-0.000508168,0.000123196,0.002138439,0.000551716
8/7/2002,0.001524852,-0.001176463,-0.000274224,0.000892528,0.000489803,0.000963453,-0.000613997,-0.000283681,-0.000097694,0.002138363,-0.000648809,0.000270682,0.000709322,-0.000433482,0.001592152,0.001165163
8/8/2002,0.006084458,0.001240196,0.001968821,-0.000878751,-0.000403322,0.001132407,-0.001059432,-0.000203732,0.002519833,-0.000614531,0.001009991,-0.000029068,-0.000370336,0.000824041,0.003363856,0.000522188
8/9/2002,0.00313478,-0.000120926,-0.000354472,-0.001423121,-0.000438792,0.001215841,-0.000800902,-0.000638892,0.000810141,0.000662942,0.001835747,-0.001348875,0.000896238,0.000609425,0.000616778,0.001149127
8/12/2002,-0.003327758,-0.000377063,-0.000879015,-0.000251514,0.000224561,0.001914671,0.000298002,-0.000256025,-0.000841927,0.000417579,-0.000368961,0.000633205,0.000326104,-0.000092338,-0.001137475,-0.001104055
8/13/2002,-0.003534795,-0.000188454,-0.000961497,-0.000346455,-0.000069158,0.001221272,-0.000845899,0.000063634,-0.000441024,-0.001190264,-0.000075829,0.001846338,-0.000434897,-0.002524806,0.002299812,0.000044976
8/14/2002,-0.001746108,0.000566728,0.00000515,0.000126703,-0.0002468,0.000887041,-0.0001642,-0.001061443,-0.000380605,-0.000353698,0.001676641,-0.000109451,-0.001304712,0.001765959,0.000444914,0.000633918
8/15/2002,0.00699999,-0.000543204,-0.001453075,-0.00004943,0.001093186,0.001397552,0.0000234,0.000942056,0.001703483,-0.001440826,0.001414555,0.00072863,-0.000350253,-0.000901697,0.002072969,-0.000339741
8/16/2002,0.001326693,0.00056393,-0.000087726,-0.000041612,-0.000348606,-0.000758876,0.001904426,0.000069211,0.000598212,-0.002455371,-0.000796458,0.000241962,-0.00040089,0.001927446,-0.00222844,0.000849682
8/19/2002,0.006368312,0.000412203,0.001329927,0.000244928,0.000813491,0.001392028,0.000563693,0.000059411,0.003683829,-0.000706451,0.000009015,-0.001027474,-0.000448022,0.002640556,0.000653504,-0.000491643
8/20/2002,-0.000820593,0.000998022,0.000624103,-0.000650499,0.000526045,-0.000285529,0.00054283,0.000190182,-0.000349783,0.00088803,0.00026514,-0.000317373,0.00119328,0.001502192,-0.001287037,-0.000781261
8/21/2002,0.004702219,0.001687464,0.000810805,-0.000028538,0.000265951,0.000172395,0.000551553,0.00036142,0.002296729,-0.000415018,-0.000505528,-0.00441253,0.000102603,0.003696317,-0.001542695,-0.000210353
8/22/2002,0.006237216,0.000292089,0.00001576,-0.00039826,0.001369998,0.001393062,-0.00083207,0.000798815,0.002048715,0.000077008,0.001211176,-0.004624601,-0.00038175,0.004154607,0.000081396,0.001859908
8/23/2002,-0.004181122,-0.001534948,-0.000965148,0.00179453,0.000584451,0.00161302,0.000838299,-0.000604757,-0.002003498,0.001289799,0.000804543,-0.000296449,-0.0004056,-0.001714224,-0.000647296,-0.000743603
8/26/2002,-0.000045055,0.00113826,0.000052004,-0.000574708,-0.00066254,-0.000216944,0.000019678,0.00025647,0.000435536,0.000058732,-0.000383407,-0.001618051,-0.000629486,0.001411444,-0.002100011,0.000378882
8/27/2002,-0.002412394,0.000293156,0.001746565,0.00031767,0.000169726,-0.000083722,-0.000665538,0.000841093,0.000771329,0.000032796,0.00074678,-0.000019107,0.000233527,-0.000845503,0.001242457,-0.000838632
8/28/2002,-0.008452502,-0.00166109,0.000643049,-0.000086372,0.000800902,0.000334665,-0.00032167,-0.000745944,-0.002531235,0.0010213,-0.000548842,0.000987358,-0.000188371,-0.001683581,-0.000872807,-0.000912611
8/29/2002,-0.002907993,0.000579959,-0.000798806,0.000651966,0.000366774,-0.000758253,0.000878432,-0.000398889,0.000921968,-0.000066639,-0.000436536,0.00054867,-0.000023811,0.000024618,-0.001723101,-0.000445021
8/30/2002,0.000361984,-0.000103293,0.000218985,-0.000946688,-0.000021671,0.000309248,-0.000290261,0.000728669,-0.000290587,0.000499317,0.000451681,0.001672833,-0.00006101,-0.001401441,0.000985184,0.000490452
9/2/2002,-0.00272481,0.000199646,-0.000091926,0.000530942,-0.000355623,0.00111449,0.000422932,-0.000460798,-0.001056454,-0.000265345,-0.000065663,0.000445501,-0.000229874,-0.000116447,0.00006835,-0.000277957
9/3/2002,-0.00887645,0.000060143,-0.000279928,0.001058974,0.000669708,0.00014012,-0.00047434,0.000293706,-0.003302015,0.000244968,0.000215424,0.001964353,0.001918552,-0.003568614,-0.001888493,-0.001502578
9/4/2002,0.00234271,0.000024505,0.000759361,0.000365386,-0.00143258,-0.001027403,-0.000835015,0.000556775,0.00099021,-0.00034375,-0.001498485,0.001230026,-0.000567596,0.001581937,-0.000720381,0.000872637
9/5/2002,-0.005262065,0.000391375,-0.001124291,0.000377914,0.00088754,0.000585011,0.00010087,0.000186247,0.000680743,0.000176574,0.000497344,0.00161476,0.000756649,-0.000328188,0.00197956,-0.000412621
9/6/2002,0.00704849,0.001794944,0.000563249,-0.000311002,-0.000859304,-0.000845474,0.000483298,-0.000464021,0.002127172,-0.001736696,-0.000774189,0.001777466,-0.000660091,0.001056371,0.00012322,0.00141798
9/9/2002,0.000162223,0.000899046,-0.000786388,-0.00004127,-0.001088245,0.001123598,0.001053967,0.000679646,-0.00041675,0.000374537,-0.000056904,0.001127651,0.000704083,-0.001230348,0.001802071,-0.000104291
9/10/2002,0.005136053,0.00178885,-0.000070476,0.000319356,-0.000464217,0.000254292,0.000888362,-0.000252392,-0.000191564,-0.000771638,-0.000394269,0.002211802,-0.000854283,0.000242873,0.001979872,0.000404684
9/11/2002,0.004730186,0.000343901,0.000313113,-0.000669366,-0.000181946,0.000964338,-0.000098436,-0.000045327,0.001821797,0.000010435,0.000641391,0.000277145,-0.00021735,0.001488243,0.000569343,0.000031864
9/12/2002,-0.008297652,-0.000099383,-0.000723844,-0.00061753,0.000255652,0.00018656,0.000778288,0.00010929,-0.000929486,0.001059193,-0.000479771,0.000835392,0.000971652,0.00031427,-0.001740439,-0.000218001
9/13/2002,-0.004247584,0.000202789,-0.000368356,-0.000077921,0.000060346,-0.000863526,-0.000220781,-0.001234446,-0.000013245,-0.000978615,-0.000692462,0.002097596,0.000367721,-0.001302484,-0.000968754,-0.000450128
9/16/2002,-0.001891396,-0.000618993,0.000629303,0.000152981,0.000169638,0.000760584,0.000476266,-0.00012305,-0.000936909,0.000864724,-0.000596978,0.001817949,-0.000410114,-0.002200556,0.001810404,0.000316617
9/17/2002,0.001117643,-0.000116355,0.000017955,-0.000821003,-0.000514932,-0.000324264,0.000565808,0.000024788,-0.003406282,0.000020021,0.000090062,0.002498357,0.000438234,-0.002514384,0.000057593,0.000113047
9/18/2002,-0.006670775,-0.000114216,-0.00041618,0.000361448,0.000868045,-0.000371833,0.000417117,-0.00034888,-0.001102421,-0.000045956,0.00019049,0.002433637,0.000137909,-0.002334705,0.000593768,-0.000132299
9/19/2002,-0.004352613,-0.00121779,0.000312943,0.001252197,0.00164307,-0.00178339,-0.000229626,-0.002333783,-0.000772886,0.000093181,-0.000209884,0.001406314,0.000670575,-0.002477413,-0.000024221,0.000084279
9/20/2002,-0.000669122,0.001159402,0.000993158,-0.000428332,-0.001298285,-0.000596316,-0.000368342,-0.000499761,-0.00020476,-0.000003979,0.000872399,0.000413035,0.000236913,-0.000532151,-0.00019227,0.001077332
9/23/2002,-0.008622251,-0.000970315,-0.000442722,0.000684513,0.000187143,-0.00056388,-0.00006313,-0.000712412,-0.001903521,0.000608114,-0.000651116,0.001397699,0.00144117,-0.004544188,0.001413589,-0.000311192
9/24/2002,-0.000596368,0.000454894,0.001408251,-0.000257768,-0.000917867,-0.002097618,0.000598967,-0.000112476,-0.001657987,-0.00268899,-0.002194165,0.003193062,0.000125288,-0.002836988,-0.001213806,0.000302111
9/25/2002,0.007986618,-0.000708319,0.00106679,-0.000196278,-0.000871683,0.000409416,-0.000186957,0.000177976,0.002341197,-0.000551023,0.001014742,-0.00097659,-0.001255986,0.002442323,-0.000620177,0.000412397
9/26/2002,0.008787723,0.000025665,-0.00063222,-0.000782719,-0.000714362,0.001779222,-0.001488479,-0.000555163,0.001063133,-0.000609462,-0.001144396,0.001686822,0.001035157,0.001342911,0.001415845,0.000269095
9/27/2002,-0.004560044,0.000153435,-0.001577726,0.000385182,0.000409201,-0.00097919,0.001232724,-0.000348455,-0.000027211,-0.001500724,0.001126171,0.004458378,0.000617846,0.000126181,-0.00001748,-0.000239587
9/30/2002,-0.006783188,-0.001868481,0.000140617,0.001121194,0.000171374,-0.000743591,-0.001046294,0.000585171,-0.001430702,-0.001395756,-0.001050361,0.002751378,0.000017669,-0.001622625,-0.00363941,-0.000935261
10/1/2002,0.003841327,0.00044205,0.000824156,-0.001786511,-0.000562596,0.000963446,-0.000547426,-0.000228963,0.000072738,0.002472373,0.000848074,-0.000650478,0.000416458,0.000454448,0.003676689,0.001261771
10/2/2002,-0.000919001,0.001881066,-0.000723616,-0.000464114,-0.00126933,-0.000772357,0.000708136,0.000320565,-0.000810833,-0.000516995,-0.002635674,0.006242899,-0.000205271,0.00020255,0.001456434,-0.000039325
10/3/2002,-0.004854556,-0.000168336,0.001069143,-0.000950649,-0.001691829,0.000501014,-0.000317503,-0.000710834,-0.003039997,-0.000187266,-0.001069281,0.00095334,0.000525871,0.000075457,0.000380426,0.000199092
10/4/2002,-0.007585048,-0.001132895,-0.001673198,0.000307874,-0.000055526,-0.000490273,-0.000655805,-0.001148786,-0.001549149,0.001489844,-0.001176221,0.000819652,0.000273643,-0.002017362,0.001801852,0.00050309
10/7/2002,-0.006648347,-0.000368839,0.000449776,-0.000128976,-0.002746775,-0.000133059,0.000207228,-0.001175723,-0.001024197,0.00036496,-0.000484362,0.001856491,0.000051377,-0.001183209,0.001724061,0.000374815
10/8/2002,-0.000107362,-0.001397622,-0.000976479,0.000387544,0.000537436,-0.000688573,-0.000619514,-0.001428379,-0.000070133,0.00128349,0.001249318,-0.000111237,0.001505536,-0.003736565,0.001680124,-0.000455341
10/9/2002,-0.00556503,0.000053767,0.000764824,-0.000141997,-0.000662717,0.000013456,0.00191431,-0.002055498,-0.001098524,0.000445898,0.001337293,0.000874095,0.000248152,-0.001878448,0.002377064,-0.000082794
10/10/2002,0.011130803,0.001713444,0.00183171,-0.00063561,0.000392637,-0.000342956,-0.000084062,-0.000547337,0.003864433,-0.000347339,0.003612332,0.000474433,-0.000896597,0.001472821,0.001268182,0.000050363
10/11/2002,0.014863107,0.000992819,0.001494513,-0.000345293,-0.00038656,0.001637846,-0.000412936,0.000394645,0.001117038,-0.001792609,0.001370065,-0.003185484,-0.001114122,0.001795918,0.002009229,0.001866433
10/14/2002,-0.001399832,-0.000948589,-0.000268723,0.000039324,-0.00055113,0.000204711,0.00008889,0.000335139,0.000199968,0.001112733,-0.000420775,-0.00221872,0.001451047,-0.000543423,-0.000394973,-0.000153523
10/15/2002,0.018494387,0.000912274,0.001132885,0.000588017,-0.001565595,0.000950338,0.000292435,0.000319771,0.00372657,0.000458944,0.000476602,-0.005612434,0.000141967,0.003580441,0.000453812,0.000491557
10/16/2002,-0.007154104,-0.001474438,0.000103411,0.000550643,0.000368355,0.000176723,-0.000062578,-0.000079036,-0.001723988,0.000657308,-0.001902069,0.00188873,0.000626386,-0.001801058,0.000343106,-0.001734748
10/17/2002,0.00980726,-0.001447137,-0.000273411,0.001558494,0.000451557,-0.001237665,-0.001295543,-0.001462056,0.003234335,-0.000620964,0.001398548,-0.003188921,0.000453982,0.003262083,-0.003175666,0.000151182
10/18/2002,0.000438909,-0.000457791,-0.000463873,-0.000629483,0.000695504,0.000746005,-0.000269944,-0.000242654,0.001534817,0.000797314,-0.00014798,-0.001155557,-0.000026396,0.000918617,-0.000234588,0.000579315
10/21/2002,0.004182829,0.001123877,0.001069838,-0.000249181,-0.000078323,0.000772982,0.000146176,-0.000422683,0.001529445,-0.000595006,0.002729463,-0.002723756,-0.000480913,0.001743096,-0.000858286,-0.00011102
10/22/2002,-0.005086633,0.002166098,-0.000396127,-0.000609978,-0.000039317,0.001164936,0.000849466,-0.000926121,-0.001383093,-0.001289404,-0.0011198,0.000678177,0.000343825,0.001067185,0.000686844,-0.000006952
10/23/2002,-0.001272913,0.001925641,-0.002389363,0.000933206,-0.000761108,-0.001469423,0.000830185,-0.00110577,-0.002092811,0.001133372,-0.000536312,0.001601264,-0.0007215,-0.000937975,-0.00081479,0.000281458
10/24/2002,0.003275219,0.001295033,0.000061597,0.000384603,0.000548599,-0.000542434,0.001155207,-0.000519902,-0.000295437,-0.000952157,-0.000112585,-0.001743669,0.000036604,0.001674886,0.000244096,0.000596472
10/25/2002,0.001736333,0.001793324,-0.00017037,-0.000632539,-0.000586999,-0.002121471,-0.000397335,-0.000138997,-0.000110042,0.000032494,-0.001087713,-0.000153252,0.00151055,0.002217273,-0.000612265,-0.00012618
10/28/2002,0.00308279,-0.000149515,0.001494954,0.000004485,0.000048331,-0.00003276,-0.000121388,0.000025617,0.000433577,0.001656312,0.000037241,-0.001837837,-0.000708182,0.001560296,-0.000871124,0.000212367
10/29/2002,-0.005486741,-0.000922726,-0.000246985,0.000269784,0.000385254,0.000170433,-0.000142176,0.000423106,-0.002022364,-0.000039483,-0.002498218,0.002205832,-0.000110843,-0.00189064,-0.002272707,-0.000143732
10/30/2002,0.005424987,0.001094618,0.001072849,0.000621209,0.000025749,-0.00088104,0.000048547,-0.000215947,0.001952522,-0.000893596,0.001211039,-0.000163668,-0.000827811,0.00331842,-0.000423479,0.000224864
10/31/2002,0.001222183,0.000682692,-0.000370107,0.000164353,0.000281865,0.000983773,0.000422224,0.000512854,0.000642341,0.000105422,0.001038033,-0.001596211,-0.000276626,0.001793376,-0.000758536,0.000155539
11/1/2002,0.001700854,0.001041483,0.000427746,0.000481917,-0.000723003,-0.000628369,0.000964393,-0.000573763,0.000408078,0.00028764,-0.000370043,-0.003803517,-0.000935161,0.002671762,-0.002022243,0.000634272
11/4/2002,0.009657018,0.000815054,0.001286564,0.000495439,-0.001150746,0.000431933,0.000733934,0.000313309,0.002152185,-0.000807427,-0.000647991,-0.004025712,-0.001736625,0.003308818,0.000286081,0.000399825
11/5/2002,0.003224007,-0.000052703,0.001733674,-0.00029948,0.000060099,-0.000917083,0.000107093,0.000822797,-0.000459817,0.00104542,-0.000433724,-0.001623103,-0.000022998,-0.001367849,0.001258128,-0.000418946
11/6/2002,0.002225559,0.00118493,0.000177078,-0.00019548,0.001420009,0.000395652,-0.001521181,0.000245571,0.000502325,-0.001023372,0.000194479,-0.003316747,0.000233533,0.00307635,-0.001388122,-0.0005782
11/7/2002,-0.009944376,-0.000765516,-0.000965334,0.000688002,0.001486368,0.001366015,0.000920133,0.00070721,-0.00201827,0.001221028,-0.000337445,-0.001346341,0.001067953,-0.002655428,0.000184566,-0.000113262
11/8/2002,-0.00343817,-0.000519327,0.000353924,0.00016141,-0.001697087,-0.000466927,0.000575149,-0.000861721,-0.003039597,0.001562817,-0.001341724,0.001621507,0.000276688,-0.003019114,-0.000870909,-0.000894
11/11/2002,-0.006639271,0.000991168,-0.00045819,0.000380461,-0.002131192,0.00096431,-0.000316901,-0.000098123,-0.000602182,-0.000119958,-0.000073744,0.002373289,0.00038408,-0.002184552,0.000655256,-0.000378384
11/12/2002,0.002064066,0.002261469,-0.000685184,-0.000211671,-0.000390129,-0.002453889,0.001159104,-0.000532123,0.000937772,0.000495598,0.00049766,0.000431557,0.001188575,0.00107164,0.000152713,0.000452364
11/13/2002,-0.001004274,-0.000144191,-0.000805532,0.00024775,-0.001465978,-0.00040882,0.0016599,0.000304569,-0.000128153,0.000551331,0.000173521,0.001357338,0.000395136,0.001787664,-0.000307683,-0.000349037
11/14/2002,0.007534253,0.00105902,0.000519476,-0.00044859,-0.001564435,-0.0005176,0.001190471,0.000071006,0.000666116,0.000106751,0.000413617,-0.001286065,-0.000032123,0.001285139,0.001069664,0.001387534
11/15/2002,0.002809554,0.000148285,-0.001029464,0.000174415,-0.000361319,0.001572938,0.000126236,-0.00157506,0.000640411,0.001814501,0.001491485,-0.001371325,0.000050906,-0.000666342,0.002750666,0.000088912
11/18/2002,0.001691704,0.000286905,0.001083853,0.000029943,-0.001343878,-0.00005462,0.000060069,-0.000339736,-0.000448812,-0.000258628,0.002230105,-0.001823267,-0.000316363,0.001692762,-0.000132077,-0.000620763
11/19/2002,-0.003681583,-0.000021958,-0.001231112,0.000271917,-0.001428314,0.000853075,-0.000265817,0.000125992,0.00018697,0.001042855,-0.00040974,-0.00109936,0.000408122,-0.000908016,0.001440546,-0.000887467
11/20/2002,0.005719528,0.000617287,0.00090745,0.000530324,0.001492493,-0.000571485,0.000354115,0.00024847,0.000178571,-0.00097988,0.000687049,-0.00113693,-0.001430568,0.002591852,-0.001429779,0.001854986
11/21/2002,0.012910076,0.000294867,0.001313504,0.000510211,0.001511731,0.001340058,-0.000232448,0.001023668,0.004611892,-0.00100093,0.001817073,-0.004799081,-0.001157378,0.003256365,-0.00067483,-0.00026481
11/22/2002,0.005688608,0.000714873,0.000891102,0.00111244,-0.000802687,0.000051159,0.00061505,0.000906915,-0.000633841,-0.001579524,-0.000221637,-0.003155001,0.000322671,0.002134814,-0.002611439,0.00021618
11/25/2002,0.003278977,0.000443784,0.001127406,-0.000312575,-0.000287531,-0.002128978,0.00009702,0.000747107,0.001194052,-0.000372638,-0.000806634,-0.004369445,0.000448239,0.003454429,-0.004162132,0.00067976
11/26/2002,-0.008211246,0.000125804,-0.000651758,0.000766333,0.000411093,0.000646062,0.000116776,-0.000063813,-0.000591374,0.001440068,-0.00175153,-0.001628044,-0.000187995,-0.000133866,-0.001060025,-0.000248431
11/27/2002,0.007320302,0.001943639,0.000560663,-0.000488978,-0.000288745,-0.001573604,0.000611961,0.000224879,0.001774922,0.000062298,0.000174864,-0.001278182,0.000539418,0.001126351,0.000559919,0.001253853
11/28/2002,0.003538931,-0.000647714,0.000714569,0.000941922,0.000516684,-0.000140167,-0.000274262,0.000236606,0.00081046,0.000182717,0.000458736,-0.003066559,0.000143857,-0.000312381,-0.00043403,-0.00031788
11/29/2002,0.001395713,-0.000460624,0.001803417,0.000100918,-0.000162797,0.001279005,-0.000094606,0.000536864,-0.000694683,-0.000128588,0.002248008,-0.003267545,-0.000528076,0.001546257,-0.000681365,-0.00033208
12/2/2002,0.001179367,0.000778725,0.000317332,0.0002896,0.000647,-0.00042471,-0.000010056,0.000121093,0.000303178,0.000140741,-0.000964305,-0.002155656,0.001798493,-0.000372711,-0.001155211,-0.0000143
12/3/2002,-0.007443141,-0.000672107,-0.001558218,0.000744792,0.000270643,0.001674656,-0.000269136,0.000499589,-0.001473158,0.001096088,-0.001332303,0.000825104,0.000695959,-0.003751139,0.00044844,-0.00028024
12/4/2002,-0.00674253,0.000968752,-0.00022311,-0.000368612,0.000303775,0.000249126,-0.000388961,-0.000017973,-0.000010526,-0.000080518,-0.000420572,0.002339139,0.000223952,-0.000795926,0.001083251,-0.000045254
12/5/2002,-0.003700946,0.000466964,0.000369032,-0.000130416,0.000854071,0.000760492,0.000025314,0.000474013,-0.000130005,0.000451383,0.000661733,0.002132424,-0.00000155,0.000985624,-0.001305144,0.000593734
12/6/2002,-0.001763484,0.000690052,0.000061099,-0.000531155,-0.000206076,-0.000542408,-0.000267691,0.000149975,0.001204599,0.001224871,-0.000988474,0.000902875,0.000671259,0.000011536,0.000664301,0.000070604
12/9/2002,-0.008498615,-0.000431221,-0.001376334,-0.000112466,-0.000434344,0.001887701,0.000229573,-0.000511383,-0.001733606,0.000079732,-0.000780532,0.000972621,-0.000229772,-0.002550647,0.000655136,0.000007389
12/10/2002,0.002743508,0.00202688,0.000082471,-0.000222238,-0.000780976,-0.000519687,-0.000057965,0.000208325,0.001300113,0.001282922,-0.000162753,0.000707717,0.000641029,0.002029328,-0.000904962,0.000274991
12/11/2002,0.001289088,0.000483137,0.000566953,-0.000101755,-0.000512748,-0.000188016,0.000311144,-0.000318267,-0.000273047,-0.000011235,0.000817792,0.001026775,-0.000175344,-0.000290002,0.000226575,0.000135352
12/12/2002,-0.001858374,0.001011408,-0.001162697,0.000098278,-0.000620416,0.000249768,0.000270112,-0.000738334,0.000099853,0.000574107,0.000169306,0.001455198,0.000164528,0.001358124,0.000153435,0.000863312
12/13/2002,-0.004985103,-0.001455835,0.001127725,-0.000142091,0.000508044,0.001654295,-0.000167268,-0.000480091,-0.000733205,0.000401182,0.000915934,0.000082828,-0.000562516,-0.001354221,-0.000105065,-0.000021361
12/16/2002,0.005901342,0.001438649,0.00081521,-0.000731247,-0.000297416,-0.000143258,-0.00033688,-0.00005779,0.002641499,0.000579346,-0.000579734,0.001527114,-0.000110336,0.000811533,0.002208391,0.000587576
12/17/2002,-0.001950628,0.000859413,-0.000238549,-0.000557677,0.001352311,0.000958923,0.000647776,-0.000938387,-0.001207235,0.000651927,0.000480436,0.00003018,-0.000132955,0.00007339,0.000889681,-0.000555059
12/18/2002,-0.008723085,0.000345542,-0.000456982,-0.000311651,-0.000304863,0.000365136,0.000513195,0.000947393,-0.000595051,0.000671264,0.000355111,0.000408807,-0.000143083,-0.000919522,0.001270586,0.000091585
12/19/2002,-0.003290942,-0.000648697,-0.000872836,-0.000817334,0.00004331,-0.000126214,-0.000523045,-0.000141826,0.000531588,0.000772365,-0.000740691,0.001513318,-0.000868247,0.000973454,-0.0008978,0.000503438
12/20/2002,0.002083101,-0.000255925,0.000933945,0.000109784,0.000119887,0.000396412,0.00100208,0.000040607,-0.000595612,-0.000375932,0.000752477,-0.001034206,0.000130146,-0.000491186,0.000491067,0.00028764
12/23/2002,-0.000890629,0.000617121,0.00034193,-0.000235782,-0.000487786,-0.000512826,0.001000632,-0.000330364,0.000906499,0.000536088,-0.000443838,0.001660001,-0.000838993,0.001597756,-0.000137084,-0.000072326
12/24/2002,-0.000334783,-0.00011297,-0.000361249,0.00011206,-0.000076925,0.00005206,-0.000086614,0.000157542,-0.000471746,-0.000881311,-0.000636733,-0.001029454,0.000181973,-0.001121287,0.000039763,-0.000126124
12/25/2002,0.000396438,0.000057389,0.000550442,0.000158929,0.000072856,0.000272003,0.000047025,0.00014405,-0.000390062,-0.000223151,-0.000076287,-0.000476024,0.000243637,-0.000676147,-0.000263121,-0.000083434
12/26/2002,0.000898727,0.000211282,-0.000027859,-0.000058514,0.000038044,0.000332739,-0.000257909,0.000048809,0.000021098,-0.000960093,-0.000331921,0.000022682,0.000262575,-0.000264884,-0.00113168,0.000101388
12/27/2002,-0.005895478,0.001160749,0.000385942,-0.000061794,-0.000557862,0.000186741,0.000783547,-0.00005897,-0.001534916,0.00007991,0.000184797,0.000289028,0.000290953,0.000230164,-0.002093749,0.000035475
12/30/2002,-0.000587957,-0.000117327,-0.000224645,0.00018636,0.000669832,0.001172112,-0.000574013,-0.000551929,-0.000239292,0.000226958,0.000236594,-0.000549265,0.000862033,-0.001575465,0.001271081,0.000132908
12/31/2002,0.001936686,0.001523764,-0.000753555,-0.00011499,-0.000507636,0.000477632,0.000224062,0.000350531,-0.000220657,-0.000693292,0.000897204,-0.000751441,-0.000313276,0.001298529,-0.000418976,-0.000560056
1/1/2003,0.000051131,0.000030592,-0.000050281,-0.000010074,0.000030539,-0.000000981,-0.000001982,0.000006299,0.00003262,0.000008606,-0.000064846,0.000076711,0.000042927,0.000044242,0.000047622,0.000035366
1/2/2003,0.009226997,0.001538956,0.000999261,0.00024223,0.000127435,-0.000237508,-0.000730255,0.000449081,0.00346103,0.001542998,0.000458758,-0.001138861,0.000034261,0.002395366,0.001322216,0.000735759
1/3/2003,0.000901796,0.000172513,0.001510552,0.000046948,0.001181061,0.000455549,0.000962865,0.000021049,-0.000284751,0.001140279,0.001072141,0.001573017,0.000437199,0.000585817,0.000799384,-0.000376936
1/6/2003,0.003664092,0.00108047,0.001996287,-0.000792682,-0.002143328,-0.00117252,-0.00003281,0.000429654,0.000832556,0.000987682,0.000314962,-0.000511306,-0.000111732,0.002321263,-0.000164051,0.000590256
1/7/2003,-0.000116186,0.000418936,-0.00014054,0.000512281,0.00053685,0.000402597,0.001552695,-0.000365682,-0.000909882,-0.000419151,0.000706036,0.00071226,-0.000460836,0.001290048,0.000004134,-0.000111829
1/8/2003,-0.003750217,-0.000246394,-0.000265938,-0.000059106,0.000203229,0.00186832,0.000364644,-0.000262845,-0.000110617,0.000796581,-0.000572661,0.001149308,-0.000704573,0.000976974,-0.000783479,-0.000334127
1/9/2003,0.004888112,-0.000555044,0.000149658,0.000231212,0.000200513,0.000112096,0.000243069,0.000530758,0.001851592,-0.000109443,-0.000082433,-0.001158454,-0.000734864,0.001863798,-0.000472346,0.001226047
1/10/2003,0.001471519,0.001228536,-0.000118399,-0.000148761,0.000735796,-0.00020576,-0.000189661,0.000245403,0.001106074,0.000113051,0.000918724,-0.0012632,0.000004448,0.001299755,-0.000275227,0.000638647
1/13/2003,0.001516133,0.000141553,0.000600736,0.000129541,0.00048261,0.00021055,-0.00079815,0.001184495,0.000213452,-0.001128002,-0.000983451,-0.00077688,0.000000128,0.00021916,-0.000413731,-0.000473359
1/14/2003,0.000277092,0.000432657,0.000398433,0.000251084,0.000407938,-0.001618917,0.000238008,0.000256187,0.000780706,-0.000090144,0.000695016,-0.001398403,-0.000192464,0.001402259,0.000046817,0.000329075
1/15/2003,-0.003161654,0.000445281,-0.000157342,-0.000139217,0.000395588,-0.000522402,-0.000338434,0.000730231,0.001088053,0.000334561,-0.000048043,0.000557117,-0.000077056,0.001540665,-0.001854835,0.000189885
1/16/2003,-0.001001635,0.000448847,-0.001062441,0.000098463,0.000715009,0.001086917,-0.000417335,0.00028403,0.00003258,-0.000625507,-0.000030749,0.000342725,-0.001199698,-0.000010959,-0.000010311,0.001475141
1/17/2003,-0.006000169,-0.001416604,0.000218163,0.001274321,0.001200443,0.001602894,-0.000215525,-0.00049376,-0.000989253,-0.000335376,-0.000554657,-0.001342915,-0.000097745,-0.001708042,0.000199424,0.000525088
